ENOG410VA9E	ENSP00000351790, ENSP00000425556	ENSPTRP00000028462, ENSPTRP00000046961
ENOG410V9Q8	ENSP00000265965	ENSPTRP00000005945
ENOG410WHJ0	ENSP00000349893	ENSPTRP00000050096
ENOG410WHJ1	ENSP00000343164	ENSPTRP00000023256
ENOG410WHJ6	ENSP00000347596	ENSPTRP00000060075
ENOG410WHJ9	ENSP00000333380, ENSP00000398893, ENSP00000463517, ENSP00000411023, ENSP00000388000, ENSP00000394193, ENSP00000390866, ENSP00000382556	ENSPTRP00000030748
ENOG410WHJP	ENSP00000408335, ENSP00000410674, ENSP00000389207, ENSP00000403447, ENSP00000372751, ENSP00000364163	ENSPTRP00000059022
ENOG410WHJQ	ENSP00000430487	ENSPTRP00000034969
ENOG410WHJC	ENSP00000413445	ENSPTRP00000058611
ENOG410WHJD	ENSP00000355718	ENSPTRP00000032142
ENOG410WHJJ	ENSP00000384169, ENSP00000331544	ENSPTRP00000025264
ENOG410WHJN	ENSP00000263388, ENSP00000277541, ENSP00000464488, ENSP00000256646	ENSPTRP00000018116, ENSPTRP00000036924
ENOG410VEJ8	ENSP00000266077	ENSPTRP00000023693
ENOG410VEJ0	ENSP00000315635	ENSPTRP00000007456
ENOG410VEJ1	ENSP00000419126	ENSPTRP00000005333
ENOG410VEJ5	ENSP00000355388	ENSPTRP00000040976
ENOG410VEJ7	ENSP00000377083, ENSP00000258494	ENSPTRP00000009141
ENOG410VEJJ	ENSP00000337757	ENSPTRP00000038117
ENOG410VEJK	ENSP00000339390	ENSPTRP00000023552
ENOG410VEJM	ENSP00000349796	ENSPTRP00000046414
ENOG410VEJN	ENSP00000315474	ENSPTRP00000034004
ENOG410VEJA	ENSP00000292114, ENSP00000465912	ENSPTRP00000015215
ENOG410VEJB	ENSP00000244623	ENSPTRP00000030459
ENOG410VEJC	ENSP00000324792	ENSPTRP00000013580
ENOG410VEJE	ENSP00000421922	ENSPTRP00000027332
ENOG410VEJG	ENSP00000285407, ENSP00000307023	ENSPTRP00000020024, ENSPTRP00000056421
ENOG410VEJX	ENSP00000353670	ENSPTRP00000042101
ENOG410VEJY	ENSP00000375730	ENSPTRP00000042088, ENSPTRP00000019396
ENOG410VEJP	ENSP00000283921	ENSPTRP00000032503
ENOG410VEJR	ENSP00000342520	ENSPTRP00000025039
ENOG410VEJS	ENSP00000356991	ENSPTRP00000002629
ENOG410VEJT	ENSP00000262293	ENSPTRP00000016070
ENOG410VEJV	ENSP00000262150	ENSPTRP00000017156
ENOG410V4FY	ENSP00000264414, ENSP00000364589, ENSP00000384109	ENSPTRP00000010296, ENSPTRP00000022190, ENSPTRP00000038292
ENOG410V4FX	ENSP00000307684	ENSPTRP00000025171
ENOG410V4FQ	ENSP00000251127	ENSPTRP00000010208
ENOG410V4FP	ENSP00000345972	ENSPTRP00000001362
ENOG410V4FN	ENSP00000339095	ENSPTRP00000055426, ENSPTRP00000019976
ENOG410V4FA	ENSP00000297494, ENSP00000327251, ENSP00000337459	ENSPTRP00000015192, ENSPTRP00000034022, ENSPTRP00000059562
ENOG410V4FC	ENSP00000220166	ENSPTRP00000012569
ENOG410V4FD	ENSP00000339881	ENSPTRP00000032338
ENOG410V4FG	ENSP00000250699, ENSP00000312663	ENSPTRP00000005651, ENSPTRP00000027539
ENOG410VDJX	ENSP00000316244	ENSPTRP00000028964
ENOG410VDJU	ENSP00000366527	ENSPTRP00000030465
ENOG410VDJN	ENSP00000373715	ENSPTRP00000029331
ENOG410VJ53	ENSP00000310275	ENSPTRP00000006737
ENOG410VJ50	ENSP00000326737	ENSPTRP00000013115
ENOG410VJ56	ENSP00000357697	ENSPTRP00000002281
ENOG410VJ58	ENSP00000274242	ENSPTRP00000059851
ENOG410VJ59	ENSP00000232496, ENSP00000459657	ENSPTRP00000025818
ENOG410VJ5Q	ENSP00000266395, ENSP00000328412	ENSPTRP00000008072
ENOG410VJ5W	ENSP00000304915	ENSPTRP00000044414
ENOG410VJ5T	ENSP00000330389	ENSPTRP00000020128
ENOG410VJ5X	ENSP00000398064	ENSPTRP00000060960, ENSPTRP00000060206
ENOG410VJ5Y	ENSP00000387027	ENSPTRP00000029848
ENOG410VJ5A	ENSP00000242152	ENSPTRP00000032455
ENOG410VJ5K	ENSP00000469468	ENSPTRP00000054026
ENOG410VJ5H	ENSP00000295619	ENSPTRP00000026077
ENOG410VJ5N	ENSP00000368664	ENSPTRP00000009906
ENOG410VJ5M	ENSP00000430025	ENSPTRP00000053736
ENOG410WF53	ENSP00000359566	ENSPTRP00000047237
ENOG410WF58	ENSP00000372281	ENSPTRP00000054003
ENOG410WF5C	ENSP00000397330	ENSPTRP00000060155
ENOG410WF5M	ENSP00000385262	ENSPTRP00000059013
ENOG410V7RZ	ENSP00000368952, ENSP00000286713	ENSPTRP00000036427, ENSPTRP00000009879
ENOG410V7RX	ENSP00000251630	ENSPTRP00000034278
ENOG410V60Q	ENSP00000215376	ENSPTRP00000017321
ENOG410V60B	ENSP00000346693, ENSP00000438095	ENSPTRP00000031248, ENSPTRP00000041946
ENOG410VJV0	ENSP00000334197, ENSP00000381009	ENSPTRP00000061312
ENOG410V6KD	ENSP00000267973	ENSPTRP00000012547
ENOG410VAQY	ENSP00000442793	ENSPTRP00000013987
ENOG410VAQX	ENSP00000212355	ENSPTRP00000001640
ENOG410VAQU	ENSP00000338838	ENSPTRP00000005545
ENOG410VAQW	ENSP00000353465	ENSPTRP00000045820
ENOG410VAQV	ENSP00000311873	ENSPTRP00000003664
ENOG410VAQP	ENSP00000398930	ENSPTRP00000033210
ENOG410VAQS	ENSP00000357149	ENSPTRP00000051698
ENOG410VAQM	ENSP00000225519	ENSPTRP00000014627
ENOG410VAQI	ENSP00000375082	ENSPTRP00000010069
ENOG410VAQH	ENSP00000243563, ENSP00000246071	ENSPTRP00000022762, ENSPTRP00000018887
ENOG410VAQK	ENSP00000355518	ENSPTRP00000003656
ENOG410VAQJ	ENSP00000267260	ENSPTRP00000009365
ENOG410VAQE	ENSP00000294409	ENSPTRP00000000762
ENOG410VAQD	ENSP00000420267	ENSPTRP00000036497
ENOG410VAQG	ENSP00000365019, ENSP00000364054, ENSP00000364041, ENSP00000275988	ENSPTRP00000047386, ENSPTRP00000040509
ENOG410VAQF	ENSP00000344299	ENSPTRP00000061172
ENOG410VAQA	ENSP00000340434	ENSPTRP00000049623
ENOG410VAQB	ENSP00000255389	ENSPTRP00000015059
ENOG410VAQ4	ENSP00000274192	ENSPTRP00000028677
ENOG410VAQ7	ENSP00000311493, ENSP00000310969, ENSP00000267540	ENSPTRP00000020449, ENSPTRP00000011219
ENOG410VAQ1	ENSP00000365550	ENSPTRP00000035990
ENOG410VAQ3	ENSP00000306459, ENSP00000360776	ENSPTRP00000023410, ENSPTRP00000016918
ENOG410VAQ2	ENSP00000299543	ENSPTRP00000017217
ENOG410WHUI	ENSP00000314655	ENSPTRP00000038123
ENOG410VI22	ENSP00000461039, ENSP00000301202, ENSP00000469621, ENSP00000461134, ENSP00000375622, ENSP00000459891, ENSP00000460311	ENSPTRP00000055958, ENSPTRP00000048493
ENOG410VM10	ENSP00000311390	ENSPTRP00000053807
ENOG410VM1A	ENSP00000311479	ENSPTRP00000006788
ENOG410VM1B	ENSP00000395219, ENSP00000344860	ENSPTRP00000061069, ENSPTRP00000019182
ENOG410VM1F	ENSP00000341762	ENSPTRP00000019254
ENOG410VFQ2	ENSP00000247970	ENSPTRP00000017779
ENOG410VFQ0	ENSP00000362395	ENSPTRP00000037936
ENOG410VFQ6	ENSP00000316675	ENSPTRP00000056674
ENOG410VFQ8	ENSP00000318128	ENSPTRP00000027369
ENOG410VFQC	ENSP00000376799	ENSPTRP00000007317
ENOG410VFQF	ENSP00000429243	ENSPTRP00000034842
ENOG410VFQG	ENSP00000393646, ENSP00000413471, ENSP00000378723, ENSP00000408453, ENSP00000411321, ENSP00000398890, ENSP00000414817, ENSP00000372718	ENSPTRP00000030778
ENOG410VFQI	ENSP00000302578	ENSPTRP00000035187
ENOG410VFQM	ENSP00000239940	ENSPTRP00000026728
ENOG410VFQR	ENSP00000270645	ENSPTRP00000019401
ENOG410VFQS	ENSP00000386385	ENSPTRP00000022985
ENOG410VFQV	ENSP00000299866, ENSP00000225576, ENSP00000305654	ENSPTRP00000013249, ENSPTRP00000059815, ENSPTRP00000052925
ENOG410VFQX	ENSP00000381821	ENSPTRP00000013651
ENOG410V6IJ	ENSP00000329466	ENSPTRP00000016642
ENOG410V6IK	ENSP00000361592	ENSPTRP00000001073
ENOG410V6II	ENSP00000320885, ENSP00000349356, ENSP00000333836	ENSPTRP00000021503, ENSPTRP00000020280, ENSPTRP00000040609
ENOG410V6IN	ENSP00000400513	ENSPTRP00000021551
ENOG410V6IM	ENSP00000358812	ENSPTRP00000005127
ENOG410V6IC	ENSP00000215567, ENSP00000370607	ENSPTRP00000018079, ENSPTRP00000053478
ENOG410V6IA	ENSP00000299402, ENSP00000427211, ENSP00000346378	ENSPTRP00000056562, ENSPTRP00000041150, ENSPTRP00000005759
ENOG410V6IE	ENSP00000310129	ENSPTRP00000026991
ENOG410V6IR	ENSP00000433352	ENSPTRP00000010086
ENOG410V6IQ	ENSP00000311127	ENSPTRP00000048002
ENOG410V6I0	ENSP00000421848, ENSP00000331827	ENSPTRP00000049097, ENSPTRP00000029368
ENOG410V6I1	ENSP00000369739	ENSPTRP00000030182
ENOG410V6I6	ENSP00000351410, ENSP00000353415	ENSPTRP00000045750
ENOG410V6I7	ENSP00000404318, ENSP00000409167, ENSP00000373060, ENSP00000387429, ENSP00000416511, ENSP00000396484, ENSP00000365588, ENSP00000415212	ENSPTRP00000042596
ENOG410V6I5	ENSP00000360250, ENSP00000360561, ENSP00000347213, ENSP00000301825	ENSPTRP00000048624, ENSPTRP00000048610, ENSPTRP00000050446, ENSPTRP00000025479
ENOG410WJS4	ENSP00000331210	ENSPTRP00000051705
ENOG410WJSM	ENSP00000369129	ENSPTRP00000030221
ENOG410WJSF	ENSP00000360112	ENSPTRP00000001422
ENOG410VKKD	ENSP00000367934	ENSPTRP00000029471
ENOG410VKKG	ENSP00000284245	ENSPTRP00000014383
ENOG410VKKF	ENSP00000355228	ENSPTRP00000000677
ENOG410VKKB	ENSP00000361740	ENSPTRP00000060832
ENOG410VKKV	ENSP00000225992	ENSPTRP00000015749
ENOG410VKKQ	ENSP00000244227	ENSPTRP00000020644
ENOG410VKKS	ENSP00000370761	ENSPTRP00000050124
ENOG410VKKX	ENSP00000381489	ENSPTRP00000015595
ENOG410VBT4	ENSP00000269499	ENSPTRP00000017118
ENOG410VBT6	ENSP00000233336	ENSPTRP00000021181
ENOG410VKK6	ENSP00000219235	ENSPTRP00000013919
ENOG410VKK2	ENSP00000419249	ENSPTRP00000002209
ENOG410VBTH	ENSP00000356110	ENSPTRP00000046337
ENOG410VBTA	ENSP00000333374	ENSPTRP00000009368
ENOG410VBTC	ENSP00000239367	ENSPTRP00000031912
ENOG410VBTD	ENSP00000269439	ENSPTRP00000016993
ENOG410VBTG	ENSP00000386160	ENSPTRP00000054869
ENOG410VBTX	ENSP00000328940, ENSP00000251303	ENSPTRP00000058845
ENOG410VBTZ	ENSP00000373669	ENSPTRP00000014876
ENOG410VBTP	ENSP00000327585, ENSP00000459028	ENSPTRP00000014606, ENSPTRP00000054946
ENOG410VBTR	ENSP00000426234, ENSP00000367893	ENSPTRP00000003893
ENOG410WHCX	ENSP00000314311	ENSPTRP00000028133
ENOG410WHCB	ENSP00000414302	ENSPTRP00000031459
ENOG410VECF	ENSP00000339723	ENSPTRP00000021620
ENOG410V5K9	ENSP00000281182	ENSPTRP00000007690
ENOG410V5K6	ENSP00000354960, ENSP00000252599, ENSP00000361929	ENSPTRP00000036631, ENSPTRP00000048910, ENSPTRP00000046408
ENOG410V5K4	ENSP00000259271, ENSP00000350928, ENSP00000282538, ENSP00000267085	ENSPTRP00000004016, ENSPTRP00000025376, ENSPTRP00000021575, ENSPTRP00000042511
ENOG410V5K3	ENSP00000356057	ENSPTRP00000031993
ENOG410V5K2	ENSP00000381340	ENSPTRP00000024399
ENOG410V5KX	ENSP00000356134	ENSPTRP00000031966
ENOG410V5KT	ENSP00000388169	ENSPTRP00000059187
ENOG410V5KS	ENSP00000380523	ENSPTRP00000028794
ENOG410V5KP	ENSP00000241453	ENSPTRP00000009773
ENOG410V5KN	ENSP00000296861	ENSPTRP00000031175
ENOG410V5KK	ENSP00000262283, ENSP00000254627	ENSPTRP00000035206
ENOG410V5KJ	ENSP00000339484	ENSPTRP00000004230
ENOG410V5KF	ENSP00000356744	ENSPTRP00000002772
ENOG410V5KE	ENSP00000366672	ENSPTRP00000022793
ENOG410V5KB	ENSP00000216264	ENSPTRP00000025025
ENOG410V5KA	ENSP00000351596	ENSPTRP00000029240
ENOG410VADS	ENSP00000403117	ENSPTRP00000041117
ENOG410VADV	ENSP00000386499	ENSPTRP00000012878
ENOG410VADW	ENSP00000301015, ENSP00000463094	ENSPTRP00000016786, ENSPTRP00000014430
ENOG410VADT	ENSP00000470082	ENSPTRP00000018975
ENOG410VADZ	ENSP00000268206	ENSPTRP00000012603
ENOG410VADX	ENSP00000472050, ENSP00000215882	ENSPTRP00000024206
ENOG410VADY	ENSP00000303575	ENSPTRP00000045803
ENOG410VADC	ENSP00000438378	ENSPTRP00000038084
ENOG410VADF	ENSP00000353586, ENSP00000267807, ENSP00000271715, ENSP00000360017, ENSP00000302855	ENSPTRP00000002195, ENSPTRP00000024332, ENSPTRP00000012147, ENSPTRP00000024333
ENOG410VADG	ENSP00000463159	ENSPTRP00000018855
ENOG410VADD	ENSP00000303987	ENSPTRP00000006510
ENOG410VADJ	ENSP00000258083	ENSPTRP00000020695
ENOG410VADK	ENSP00000306614, ENSP00000260970, ENSP00000232978	ENSPTRP00000001057, ENSPTRP00000021554, ENSPTRP00000025506
ENOG410VADH	ENSP00000328671	ENSPTRP00000024006
ENOG410VADI	ENSP00000363899, ENSP00000363894	ENSPTRP00000036253, ENSPTRP00000036256
ENOG410VADN	ENSP00000341268	ENSPTRP00000046129
ENOG410VADM	ENSP00000307722	ENSPTRP00000029970
ENOG410VAD2	ENSP00000355492	ENSPTRP00000003685
ENOG410VAD3	ENSP00000356476	ENSPTRP00000002963
ENOG410VAD1	ENSP00000347251	ENSPTRP00000016657
ENOG410VAD6	ENSP00000246166	ENSPTRP00000010932
ENOG410VAD7	ENSP00000403400	ENSPTRP00000056796
ENOG410VAD4	ENSP00000404251	ENSPTRP00000025234
ENOG410VAD5	ENSP00000325290	ENSPTRP00000014642
ENOG410VAD8	ENSP00000448051	ENSPTRP00000008454
ENOG410WEZP	ENSP00000341236	ENSPTRP00000059390
ENOG410WEZU	ENSP00000349085, ENSP00000469418	ENSPTRP00000038579
ENOG410WEZ9	ENSP00000367348	ENSPTRP00000048680
ENOG410WEZ7	ENSP00000333887	ENSPTRP00000023828
ENOG410WEZ5	ENSP00000391397, ENSP00000334872	ENSPTRP00000013892
ENOG410V610	ENSP00000372717, ENSP00000363976, ENSP00000409144, ENSP00000405637, ENSP00000415844, ENSP00000414631, ENSP00000411774, ENSP00000408520	ENSPTRP00000030781
ENOG410V61S	ENSP00000278243	ENSPTRP00000039486
ENOG410V61B	ENSP00000469662, ENSP00000264028	ENSPTRP00000007459
ENOG410V61F	ENSP00000371535	ENSPTRP00000027478
ENOG410V61D	ENSP00000226004	ENSPTRP00000060747
ENOG410V61J	ENSP00000219343, ENSP00000261622, ENSP00000253188, ENSP00000285850, ENSP00000280612, ENSP00000023064, ENSP00000320378	ENSPTRP00000014106, ENSPTRP00000014407, ENSPTRP00000010414, ENSPTRP00000010451, ENSPTRP00000018498, ENSPTRP00000028239, ENSPTRP00000018482
ENOG410V61K	ENSP00000370889, ENSP00000362727, ENSP00000356366	ENSPTRP00000056001, ENSPTRP00000055929, ENSPTRP00000049064
ENOG410V61H	ENSP00000365167	ENSPTRP00000042224
ENOG410V61I	ENSP00000369636	ENSPTRP00000030191
ENOG410V4IU	ENSP00000356214	ENSPTRP00000031943
ENOG410V4IW	ENSP00000361229	ENSPTRP00000004686
ENOG410V4IQ	ENSP00000311399	ENSPTRP00000055609
ENOG410V4IR	ENSP00000230122	ENSPTRP00000031576
ENOG410V4IY	ENSP00000382646	ENSPTRP00000057831
ENOG410V4IZ	ENSP00000220562	ENSPTRP00000034447
ENOG410V4IA	ENSP00000323071, ENSP00000259407, ENSP00000238651, ENSP00000311224, ENSP00000370531	ENSPTRP00000052572, ENSPTRP00000011062, ENSPTRP00000049134, ENSPTRP00000052571
ENOG410V4IM	ENSP00000013070	ENSPTRP00000011357
ENOG410VJX4	ENSP00000357708	ENSPTRP00000002278
ENOG410VJX3	ENSP00000329920	ENSPTRP00000061257
ENOG410VJX2	ENSP00000401498	ENSPTRP00000060402
ENOG410VJXW	ENSP00000377751	ENSPTRP00000028257
ENOG410VJXD	ENSP00000362507	ENSPTRP00000050190
ENOG410WEHZ	ENSP00000462745	ENSPTRP00000037311
ENOG410WBG6	ENSP00000381921	ENSPTRP00000057811
ENOG410VRKS	ENSP00000355459	ENSPTRP00000003714
ENOG410VWHE	ENSP00000381813	ENSPTRP00000056327
ENOG410WJKY	ENSP00000254051	ENSPTRP00000015556
ENOG410VC0V	ENSP00000352782, ENSP00000406909	ENSPTRP00000015923, ENSPTRP00000056964
ENOG410VC0W	ENSP00000380247	ENSPTRP00000051571
ENOG410V5WG	ENSP00000245663	ENSPTRP00000039855
ENOG410V5WF	ENSP00000238156	ENSPTRP00000049809
ENOG410V5W9	ENSP00000383365, ENSP00000434516, ENSP00000430031	ENSPTRP00000056343, ENSPTRP00000026437, ENSPTRP00000049937
ENOG410V5N4	ENSP00000298310	ENSPTRP00000010719
ENOG410V5N5	ENSP00000217420	ENSPTRP00000023163
ENOG410V5N7	ENSP00000374529	ENSPTRP00000052500
ENOG410VMK4	ENSP00000324633, ENSP00000320951	ENSPTRP00000034200
ENOG410VMK2	ENSP00000306461, ENSP00000307340	ENSPTRP00000051755, ENSPTRP00000051756
ENOG410VMKF	ENSP00000448536	ENSPTRP00000059885
ENOG410VMKH	ENSP00000382561	ENSPTRP00000055450
ENOG410VMKU	ENSP00000302021	ENSPTRP00000027733
ENOG410VMKZ	ENSP00000365486	ENSPTRP00000022892
ENOG410VMKY	ENSP00000325638	ENSPTRP00000013258
ENOG410WIW5	ENSP00000262613	ENSPTRP00000016341
ENOG410WIW0	ENSP00000347742	ENSPTRP00000007494
ENOG410WIW1	ENSP00000264192	ENSPTRP00000021453
ENOG410WIW2	ENSP00000359234	ENSPTRP00000005037
ENOG410WIWN	ENSP00000334430	ENSPTRP00000037125
ENOG410WIWH	ENSP00000381098	ENSPTRP00000056518
ENOG410WIWI	ENSP00000363921	ENSPTRP00000042389
ENOG410WIWD	ENSP00000342143, ENSP00000462520	ENSPTRP00000046448
ENOG410WIWE	ENSP00000357484	ENSPTRP00000031667
ENOG410WIWG	ENSP00000354623	ENSPTRP00000044726
ENOG410WIWC	ENSP00000325929	ENSPTRP00000009764
ENOG410WIWZ	ENSP00000364005	ENSPTRP00000036226
ENOG410WIWU	ENSP00000359204	ENSPTRP00000001706
ENOG410VBBS	ENSP00000469200, ENSP00000264018	ENSPTRP00000044660
ENOG410VBBR	ENSP00000267984	ENSPTRP00000012589
ENOG410VBBQ	ENSP00000357973	ENSPTRP00000031556
ENOG410VBBP	ENSP00000016171	ENSPTRP00000040337
ENOG410VBBW	ENSP00000327070, ENSP00000459911	ENSPTRP00000033039
ENOG410VBBV	ENSP00000375977	ENSPTRP00000022048
ENOG410VBBU	ENSP00000244625	ENSPTRP00000031050
ENOG410VBBT	ENSP00000328187	ENSPTRP00000009341
ENOG410VBBZ	ENSP00000228825	ENSPTRP00000055770
ENOG410VBBY	ENSP00000362381	ENSPTRP00000036568
ENOG410VBBX	ENSP00000364749	ENSPTRP00000000405
ENOG410VBBC	ENSP00000271385	ENSPTRP00000045402
ENOG410VBBB	ENSP00000307080, ENSP00000250457, ENSP00000355601	ENSPTRP00000010607, ENSPTRP00000044177, ENSPTRP00000043802
ENOG410VBBE	ENSP00000282884	ENSPTRP00000008154
ENOG410VBBD	ENSP00000305702	ENSPTRP00000053486
ENOG410VBBK	ENSP00000460222, ENSP00000307260	ENSPTRP00000032937
ENOG410VBBJ	ENSP00000221462	ENSPTRP00000019117
ENOG410VBBI	ENSP00000340982	ENSPTRP00000035786
ENOG410VBBH	ENSP00000349977	ENSPTRP00000040670
ENOG410VBBN	ENSP00000269919, ENSP00000368199, ENSP00000469299	ENSPTRP00000012798, ENSPTRP00000018263
ENOG410VBB2	ENSP00000320849	ENSPTRP00000050213
ENOG410VBB0	ENSP00000350869	ENSPTRP00000030011
ENOG410VBB7	ENSP00000346127	ENSPTRP00000006962
ENOG410VBB6	ENSP00000261167	ENSPTRP00000008066
ENOG410VBB5	ENSP00000343656	ENSPTRP00000056753
ENOG410VBB9	ENSP00000315379	ENSPTRP00000002125
ENOG410VGQH	ENSP00000465075	ENSPTRP00000017889
ENOG410VGQG	ENSP00000409950	ENSPTRP00000061161
ENOG410VGQZ	ENSP00000387617	ENSPTRP00000060086
ENOG410VZ0C	ENSP00000455411, ENSP00000359558	ENSPTRP00000051966
ENOG410VDT1	ENSP00000470555	ENSPTRP00000019539
ENOG410WC2F	ENSP00000447299	ENSPTRP00000061247
ENOG410V8JY	ENSP00000410759, ENSP00000381590	ENSPTRP00000033512
ENOG410V8JX	ENSP00000236709	ENSPTRP00000026601
ENOG410V8JZ	ENSP00000381840	ENSPTRP00000008105
ENOG410V8JQ	ENSP00000339958	ENSPTRP00000025906
ENOG410V8JU	ENSP00000324422	ENSPTRP00000033930
ENOG410V8JT	ENSP00000338072, ENSP00000462301, ENSP00000469472, ENSP00000299178, ENSP00000356094	ENSPTRP00000042684, ENSPTRP00000057096, ENSPTRP00000008789
ENOG410V8JW	ENSP00000257118, ENSP00000420294	ENSPTRP00000026867, ENSPTRP00000000885
ENOG410V8JV	ENSP00000273853	ENSPTRP00000027684
ENOG410V8JI	ENSP00000419471	ENSPTRP00000054581
ENOG410V8JH	ENSP00000310561	ENSPTRP00000018607, ENSPTRP00000007646
ENOG410V8JJ	ENSP00000315417	ENSPTRP00000008963
ENOG410V8JM	ENSP00000297338	ENSPTRP00000035102
ENOG410V8JC	ENSP00000330460	ENSPTRP00000051354
ENOG410V8JB	ENSP00000340983	ENSPTRP00000018267
ENOG410V8JE	ENSP00000377769	ENSPTRP00000026120
ENOG410V8JD	ENSP00000300187	ENSPTRP00000048073
ENOG410V8JG	ENSP00000461307, ENSP00000308782, ENSP00000459588, ENSP00000458153, ENSP00000458588, ENSP00000459136, ENSP00000459929, ENSP00000459479, ENSP00000459377	ENSPTRP00000019744
ENOG410V8JF	ENSP00000410715, ENSP00000295113	ENSPTRP00000021732, ENSPTRP00000032616
ENOG410V8J9	ENSP00000420686, ENSP00000333751	ENSPTRP00000028845, ENSPTRP00000026238
ENOG410V8J8	ENSP00000344609	ENSPTRP00000023774
ENOG410V8J0	ENSP00000385328	ENSPTRP00000056398
ENOG410V8J2	ENSP00000326305	ENSPTRP00000025726
ENOG410V8J4	ENSP00000347979	ENSPTRP00000044494
ENOG410V8J6	ENSP00000313869, ENSP00000234160	ENSPTRP00000025465, ENSPTRP00000021582
ENOG410VD16	ENSP00000384416	ENSPTRP00000032556
ENOG410VD1X	ENSP00000324056	ENSPTRP00000013671
ENOG410VD1T	ENSP00000354826	ENSPTRP00000047620
ENOG410VD1U	ENSP00000301776	ENSPTRP00000006475
ENOG410VD1P	ENSP00000347271	ENSPTRP00000030852
ENOG410VD1Q	ENSP00000284562, ENSP00000211122, ENSP00000335620, ENSP00000420168	ENSPTRP00000031236, ENSPTRP00000031238, ENSPTRP00000049984, ENSPTRP00000031234
ENOG410VD1N	ENSP00000287814	ENSPTRP00000025243
ENOG410VD1I	ENSP00000359691	ENSPTRP00000031292
ENOG410VD1J	ENSP00000357047	ENSPTRP00000039883
ENOG410VD1D	ENSP00000299853	ENSPTRP00000013444
ENOG410VD1F	ENSP00000216442	ENSPTRP00000010960
ENOG410VD1G	ENSP00000372025	ENSPTRP00000056200
ENOG410WD1F	ENSP00000275732	ENSPTRP00000033384
ENOG410WD1N	ENSP00000404063	ENSPTRP00000050940
ENOG410WFY5	ENSP00000302657	ENSPTRP00000015278
ENOG410WFYG	ENSP00000316891	ENSPTRP00000045652
ENOG410WFYM	ENSP00000302579	ENSPTRP00000010104
ENOG410WFYU	ENSP00000350937	ENSPTRP00000043763
ENOG410WFYS	ENSP00000157600	ENSPTRP00000025133
ENOG410VIWZ	ENSP00000376397	ENSPTRP00000016328
ENOG410VIWA	ENSP00000299872	ENSPTRP00000038063
ENOG410VIWM	ENSP00000367428	ENSPTRP00000048069
ENOG410VIW7	ENSP00000282091	ENSPTRP00000005898
ENOG410VIW8	ENSP00000248089	ENSPTRP00000039125
ENOG410WGFU	ENSP00000283946	ENSPTRP00000048665
ENOG410WGFT	ENSP00000403802	ENSPTRP00000035828
ENOG410WGFY	ENSP00000363046	ENSPTRP00000004336
ENOG410V4ZR	ENSP00000332816, ENSP00000341189	ENSPTRP00000034416, ENSPTRP00000035264
ENOG410VHXG	ENSP00000322238	ENSPTRP00000010445
ENOG410VHXA	ENSP00000362181	ENSPTRP00000050164
ENOG410VHXN	ENSP00000355119	ENSPTRP00000037983
ENOG410VHXI	ENSP00000378851	ENSPTRP00000010804
ENOG410VHXU	ENSP00000360753	ENSPTRP00000048651
ENOG410VHXR	ENSP00000385470	ENSPTRP00000002816
ENOG410VHX0	ENSP00000367911	ENSPTRP00000056085
ENOG410VHX8	ENSP00000230431	ENSPTRP00000050113
ENOG410VWSY	ENSP00000362624	ENSPTRP00000047366
ENOG410WBFH	ENSP00000330587	ENSPTRP00000013887
ENOG410WBFE	ENSP00000434645	ENSPTRP00000060294
ENOG410WBFX	ENSP00000381488	ENSPTRP00000059026
ENOG410WBFV	ENSP00000321133	ENSPTRP00000005748
ENOG410WBFW	ENSP00000369622	ENSPTRP00000030193
ENOG410WBFR	ENSP00000447587	ENSPTRP00000059945
ENOG410WBFS	ENSP00000471761, ENSP00000365967	ENSPTRP00000047431
ENOG410WG10	ENSP00000359410	ENSPTRP00000001645
ENOG410WG12	ENSP00000358737	ENSPTRP00000001899
ENOG410V4V9	ENSP00000383411	ENSPTRP00000023760
ENOG410V4V1	ENSP00000299001, ENSP00000349208, ENSP00000330031, ENSP00000245255	ENSPTRP00000043366, ENSPTRP00000009580, ENSPTRP00000024412, ENSPTRP00000007204
ENOG410V4V0	ENSP00000406463, ENSP00000460089	ENSPTRP00000015651
ENOG410V4V3	ENSP00000326649	ENSPTRP00000039214
ENOG410V4V4	ENSP00000288986, ENSP00000233154	ENSPTRP00000026594, ENSPTRP00000021097
ENOG410V4V6	ENSP00000414904, ENSP00000460395	ENSPTRP00000040523
ENOG410V4VI	ENSP00000274278, ENSP00000282507	ENSPTRP00000028795
ENOG410V4VM	ENSP00000336888, ENSP00000393939, ENSP00000398852, ENSP00000359892, ENSP00000229729, ENSP00000372870, ENSP00000414120, ENSP00000389244, ENSP00000399161	ENSPTRP00000042170, ENSPTRP00000001505, ENSPTRP00000030709
ENOG410V4VN	ENSP00000349805	ENSPTRP00000044104
ENOG410V4VC	ENSP00000470416, ENSP00000277165, ENSP00000364324	ENSPTRP00000037686, ENSPTRP00000036110
ENOG410V4VB	ENSP00000339692, ENSP00000368684	ENSPTRP00000022664
ENOG410V4VE	ENSP00000324491	ENSPTRP00000034380
ENOG410V4VD	ENSP00000355060, ENSP00000340297	ENSPTRP00000034156, ENSPTRP00000046166
ENOG410V4VY	ENSP00000364582	ENSPTRP00000052767
