ENOG410VA9E	ENSP00000425556, ENSP00000351790	ENSMUSP00000034057, ENSMUSP00000093240
ENOG410V7H3	ENSP00000366098, ENSP00000343435	ENSMUSP00000032809, ENSMUSP00000025811
ENOG410V7H4	ENSP00000264818, ENSP00000371067, ENSP00000391676, ENSP00000343204	ENSMUSP00000001036, ENSMUSP00000060073, ENSMUSP00000099842, ENSMUSP00000025705
ENOG410V7H5	ENSP00000353422, ENSP00000261517	ENSMUSP00000077040, ENSMUSP00000068716
ENOG410V7H6	ENSP00000340292	ENSMUSP00000063104
ENOG410V7H7	ENSP00000318687, ENSP00000302961, ENSP00000296464	ENSMUSP00000020630, ENSMUSP00000076336, ENSMUSP00000074392
ENOG410V7H8	ENSP00000359795, ENSP00000319254, ENSP00000340698	ENSMUSP00000019577, ENSMUSP00000037328, ENSMUSP00000049236
ENOG410V7H9	ENSP00000329219, ENSP00000288670, ENSP00000335655	ENSMUSP00000085566, ENSMUSP00000047260, ENSMUSP00000046296
ENOG410V7HP	ENSP00000207437	ENSMUSP00000026428
ENOG410V7HQ	ENSP00000401362	ENSMUSP00000126772
ENOG410V7HR	ENSP00000263798, ENSP00000301178, ENSP00000295408	ENSMUSP00000002677, ENSMUSP00000028763, ENSMUSP00000014505
ENOG410V7HS	ENSP00000298139	ENSMUSP00000033990
ENOG410V7HT	ENSP00000363753	ENSMUSP00000047275
ENOG410V7HV	ENSP00000356920	ENSMUSP00000027970
ENOG410V7HX	ENSP00000261249	ENSMUSP00000112121
ENOG410V7HY	ENSP00000215941	ENSMUSP00000047042
ENOG410V7HZ	ENSP00000337513	ENSMUSP00000133360
ENOG410V7HB	ENSP00000346997, ENSP00000365877, ENSP00000471049	ENSMUSP00000027956, ENSMUSP00000111301
ENOG410V7HC	ENSP00000216468, ENSP00000355777	ENSMUSP00000027780, ENSMUSP00000043742
ENOG410V7HD	ENSP00000420659	ENSMUSP00000020958
ENOG410V7HE	ENSP00000202556, ENSP00000341957	ENSMUSP00000062464, ENSMUSP00000112508
ENOG410V7HG	ENSP00000313885	ENSMUSP00000091440
ENOG410V7HH	ENSP00000302327	ENSMUSP00000044368
ENOG410V7HI	ENSP00000240851	ENSMUSP00000067867
ENOG410V7HJ	ENSP00000377686	ENSMUSP00000017354
ENOG410V7HK	ENSP00000229447	ENSMUSP00000019896
ENOG410V7HM	ENSP00000338019	ENSMUSP00000080796
ENOG410VCUW	ENSP00000368152	ENSMUSP00000051515
ENOG410VCUS	ENSP00000282412, ENSP00000327255	ENSMUSP00000079107, ENSMUSP00000021514
ENOG410VCUR	ENSP00000005587	ENSMUSP00000077342
ENOG410VCUQ	ENSP00000353292	ENSMUSP00000080164
ENOG410VCUP	ENSP00000220853	ENSMUSP00000022962
ENOG410VCUY	ENSP00000315731	ENSMUSP00000038126
ENOG410VCUX	ENSP00000334122, ENSP00000454682	ENSMUSP00000101518
ENOG410VCUG	ENSP00000382815	ENSMUSP00000054060
ENOG410VCUF	ENSP00000457628	ENSMUSP00000070265
ENOG410VCUE	ENSP00000368391	ENSMUSP00000091943
ENOG410VCUC	ENSP00000418401	ENSMUSP00000035157
ENOG410VCUA	ENSP00000301364	ENSMUSP00000039027
ENOG410VCUN	ENSP00000360034	ENSMUSP00000039110
ENOG410VCUM	ENSP00000332371	ENSMUSP00000026740
ENOG410VCUK	ENSP00000395653, ENSP00000461713	ENSMUSP00000001126
ENOG410VCUJ	ENSP00000361795	ENSMUSP00000017878
ENOG410VCUH	ENSP00000364731	ENSMUSP00000033820
ENOG410VCU6	ENSP00000356848	ENSMUSP00000027846
ENOG410VCU5	ENSP00000362390	ENSMUSP00000128247
ENOG410VCU2	ENSP00000219789	ENSMUSP00000032920
ENOG410VCU1	ENSP00000355140	ENSMUSP00000019117
ENOG410VHPZ	ENSP00000342385	ENSMUSP00000099916
ENOG410VHPT	ENSP00000371388	ENSMUSP00000096830
ENOG410VHPS	ENSP00000456850	ENSMUSP00000031161
ENOG410VHPR	ENSP00000301021	ENSMUSP00000015157
ENOG410VHPP	ENSP00000330361	ENSMUSP00000071698
ENOG410VHPM	ENSP00000349477	ENSMUSP00000032207
ENOG410VHPK	ENSP00000311500, ENSP00000281871	ENSMUSP00000023351
ENOG410VHPG	ENSP00000260049	ENSMUSP00000091685
ENOG410VHPF	ENSP00000291934	ENSMUSP00000013235
ENOG410VHPE	ENSP00000412315	ENSMUSP00000057939
ENOG410VHPB	ENSP00000269053	ENSMUSP00000099511
ENOG410VHP8	ENSP00000232219	ENSMUSP00000059749
ENOG410VHP5	ENSP00000373413	ENSMUSP00000056156
ENOG410VHP2	ENSP00000369312	ENSMUSP00000077878
ENOG410VHP1	ENSP00000295682	ENSMUSP00000130372
ENOG410V526	ENSP00000352941	ENSMUSP00000110052
ENOG410V527	ENSP00000269187, ENSP00000352655	ENSMUSP00000027131, ENSMUSP00000064667
ENOG410V528	ENSP00000264151	ENSMUSP00000027265
ENOG410WFDW	ENSP00000405424	ENSMUSP00000105926
ENOG410V52E	ENSP00000349087	ENSMUSP00000056792
ENOG410WFPE	ENSP00000263243	ENSMUSP00000105181
ENOG410WJ7Z	ENSP00000365200	ENSMUSP00000027215
ENOG410WJ7Y	ENSP00000368678	ENSMUSP00000137931
ENOG410WJ7W	ENSP00000346964	ENSMUSP00000055599
ENOG410WJ7C	ENSP00000288368	ENSMUSP00000027056
ENOG410WJ7B	ENSP00000361009	ENSMUSP00000037180
ENOG410WJ7G	ENSP00000327315, ENSP00000286827	ENSMUSP00000002588
ENOG410WJ7F	ENSP00000371542	ENSMUSP00000022566
ENOG410V7S1	ENSP00000313046, ENSP00000362762, ENSP00000359630	ENSMUSP00000035612, ENSMUSP00000046097, ENSMUSP00000101638
ENOG410V7S3	ENSP00000221130	ENSMUSP00000033992
ENOG410V7S5	ENSP00000331305, ENSP00000268957	ENSMUSP00000061390, ENSMUSP00000036039
ENOG410V7S4	ENSP00000381740	ENSMUSP00000064513
ENOG410V7S8	ENSP00000295256	ENSMUSP00000031982
ENOG410V7SQ	ENSP00000407724	ENSMUSP00000029446
ENOG410V7SP	ENSP00000320649	ENSMUSP00000060309
ENOG410V7SS	ENSP00000370737	ENSMUSP00000025778
ENOG410V7SR	ENSP00000398495	ENSMUSP00000107214
ENOG410V7SU	ENSP00000276185, ENSP00000366995, ENSP00000370057	ENSMUSP00000107773, ENSMUSP00000042515
ENOG410V7ST	ENSP00000274341	ENSMUSP00000022108
ENOG410V7SW	ENSP00000318131	ENSMUSP00000040929
ENOG410V7SY	ENSP00000374507, ENSP00000338728	ENSMUSP00000068629, ENSMUSP00000048978
ENOG410V7SX	ENSP00000289952, ENSP00000349174	ENSMUSP00000029810, ENSMUSP00000022688
ENOG410V7SZ	ENSP00000465894	ENSMUSP00000072808
ENOG410V7SA	ENSP00000364260	ENSMUSP00000083752
ENOG410V7SC	ENSP00000284690, ENSP00000377523	ENSMUSP00000076708, ENSMUSP00000033290
ENOG410V7SB	ENSP00000471331, ENSP00000301678	ENSMUSP00000110639
ENOG410V7SE	ENSP00000326238	ENSMUSP00000038562
ENOG410V7SG	ENSP00000326445	ENSMUSP00000084494
ENOG410V7SF	ENSP00000325312	ENSMUSP00000048285
ENOG410V7SJ	ENSP00000311429	ENSMUSP00000112790
ENOG410V7SM	ENSP00000298832	ENSMUSP00000048809
ENOG410V7SN	ENSP00000340083	ENSMUSP00000079748
ENOG410VCHV	ENSP00000299927	ENSMUSP00000102976
ENOG410VCHW	ENSP00000384863	ENSMUSP00000020538
ENOG410VCHR	ENSP00000239151, ENSP00000222726	ENSMUSP00000039012, ENSMUSP00000035423
ENOG410VCHS	ENSP00000272163, ENSP00000279263	ENSMUSP00000025713, ENSMUSP00000005003
ENOG410VCHX	ENSP00000282841	ENSMUSP00000126603
ENOG410VCHY	ENSP00000370224	ENSMUSP00000042844
ENOG410VCHZ	ENSP00000322802	ENSMUSP00000045542
ENOG410VCHF	ENSP00000301917	ENSMUSP00000083583
ENOG410VCHG	ENSP00000209728	ENSMUSP00000091469
ENOG410VCHA	ENSP00000259512	ENSMUSP00000022993
ENOG410VCHB	ENSP00000454746, ENSP00000306788	ENSMUSP00000032888
ENOG410VCHC	ENSP00000297145	ENSMUSP00000040578
ENOG410VCHM	ENSP00000343318	ENSMUSP00000097096
ENOG410VCHN	ENSP00000430073	ENSMUSP00000121576
ENOG410VCHH	ENSP00000263268	ENSMUSP00000041878
ENOG410VCHI	ENSP00000350359	ENSMUSP00000038532
ENOG410VCHJ	ENSP00000315654	ENSMUSP00000077112
ENOG410VCH4	ENSP00000302640	ENSMUSP00000078539
ENOG410VCH5	ENSP00000421655	ENSMUSP00000135639
ENOG410VCH6	ENSP00000157812	ENSMUSP00000032824
ENOG410VCH7	ENSP00000346603	ENSMUSP00000056086
ENOG410VCH2	ENSP00000334611, ENSP00000307519, ENSP00000348639, ENSP00000448271	ENSMUSP00000098634, ENSMUSP00000112252, ENSMUSP00000124534, ENSMUSP00000062915
ENOG410VCH3	ENSP00000284031	ENSMUSP00000029845
ENOG410VCH8	ENSP00000357048	ENSMUSP00000118179
ENOG410VCH9	ENSP00000313877	ENSMUSP00000042134
ENOG410VK2F	ENSP00000396936	ENSMUSP00000102429
ENOG410VM1D	ENSP00000349884	ENSMUSP00000037408
ENOG410V7N6	ENSP00000184956	ENSMUSP00000001002
ENOG410V81H	ENSP00000332123	ENSMUSP00000037109
ENOG410V81I	ENSP00000302114	ENSMUSP00000021942
ENOG410V81J	ENSP00000311505	ENSMUSP00000023535
ENOG410V81K	ENSP00000320096	ENSMUSP00000051979
ENOG410V81M	ENSP00000366915	ENSMUSP00000005279
ENOG410V81N	ENSP00000417281	ENSMUSP00000020408
ENOG410V81B	ENSP00000308082	ENSMUSP00000076671, ENSMUSP00000040207, ENSMUSP00000089622
ENOG410V81D	ENSP00000354313	ENSMUSP00000086321
ENOG410V81E	ENSP00000253099	ENSMUSP00000003386
ENOG410V81F	ENSP00000460206, ENSP00000304060, ENSP00000301529	ENSMUSP00000097488, ENSMUSP00000100848, ENSMUSP00000097477
ENOG410V81G	ENSP00000324292	ENSMUSP00000099320
ENOG410V81X	ENSP00000314324, ENSP00000378516, ENSP00000302199	ENSMUSP00000078800, ENSMUSP00000057902, ENSMUSP00000056291, ENSMUSP00000072563, ENSMUSP00000062542, ENSMUSP00000079057
ENOG410V81Y	ENSP00000300404, ENSP00000341562	ENSMUSP00000006914, ENSMUSP00000037239
ENOG410V81Z	ENSP00000414303	ENSMUSP00000057989
ENOG410V81P	ENSP00000354842, ENSP00000219746	ENSMUSP00000105250, ENSMUSP00000037966
ENOG410V81Q	ENSP00000293973, ENSP00000173229	ENSMUSP00000021284, ENSMUSP00000024931
ENOG410V81R	ENSP00000454894, ENSP00000355308, ENSP00000373153	ENSMUSP00000060462, ENSMUSP00000074397
ENOG410V81S	ENSP00000387019	ENSMUSP00000119939
ENOG410V81T	ENSP00000358742	ENSMUSP00000096954
ENOG410V81U	ENSP00000396673	ENSMUSP00000021048
ENOG410V81V	ENSP00000389934	ENSMUSP00000125434
ENOG410V81W	ENSP00000349415	ENSMUSP00000095285
ENOG410V818	ENSP00000310406	ENSMUSP00000025818
ENOG410V819	ENSP00000396251, ENSP00000259895, ENSP00000399554, ENSP00000365504, ENSP00000388227, ENSP00000387980	ENSMUSP00000001565
ENOG410V609	ENSP00000319474	ENSMUSP00000017821, ENSMUSP00000031309
ENOG410V810	ENSP00000280800, ENSP00000240617	ENSMUSP00000031597, ENSMUSP00000032336
ENOG410V811	ENSP00000273183, ENSP00000327509	ENSMUSP00000017544, ENSMUSP00000035083
ENOG410V813	ENSP00000298767	ENSMUSP00000040232
ENOG410V814	ENSP00000360777	ENSMUSP00000119485
ENOG410V815	ENSP00000327758	ENSMUSP00000015723
ENOG410V816	ENSP00000348132	ENSMUSP00000024171
ENOG410VCSF	ENSP00000262430	ENSMUSP00000095970
ENOG410VCSC	ENSP00000393876	ENSMUSP00000128969
ENOG410VCSK	ENSP00000355028	ENSMUSP00000113344
ENOG410VCSP	ENSP00000311300	ENSMUSP00000025844
ENOG410VCS1	ENSP00000387471	ENSMUSP00000132725
ENOG410VJJC	ENSP00000217386	ENSMUSP00000028764
ENOG410VJJJ	ENSP00000404132, ENSP00000440385	ENSMUSP00000128814, ENSMUSP00000104002
ENOG410VJJY	ENSP00000382777, ENSP00000347635, ENSP00000334866, ENSP00000334834	ENSMUSP00000055537, ENSMUSP00000023648, ENSMUSP00000062370, ENSMUSP00000009191, ENSMUSP00000062074, ENSMUSP00000061716
ENOG410V5BA	ENSP00000326411	ENSMUSP00000026218
ENOG410V5BB	ENSP00000454232, ENSP00000262113, ENSP00000363557	ENSMUSP00000072945, ENSMUSP00000033842, ENSMUSP00000101480
ENOG410V5BN	ENSP00000380271, ENSP00000373864	ENSMUSP00000116426, ENSMUSP00000088336
ENOG410V5BT	ENSP00000357982	ENSMUSP00000019938
ENOG410V5BV	ENSP00000279488, ENSP00000417183, ENSP00000472478, ENSP00000345853	ENSMUSP00000020118, ENSMUSP00000126984, ENSMUSP00000019701
ENOG410V5BX	ENSP00000321627	ENSMUSP00000121290
ENOG410V5B4	ENSP00000262134, ENSP00000283415	ENSMUSP00000049252, ENSMUSP00000127318, ENSMUSP00000022099
ENOG410V5B5	ENSP00000304502, ENSP00000247182	ENSMUSP00000024947, ENSMUSP00000059026
ENOG410WFWR	ENSP00000369921, ENSP00000286744	ENSMUSP00000102796
ENOG410WFWP	ENSP00000286657, ENSP00000251582	ENSMUSP00000040171
ENOG410V9UX	ENSP00000249014	ENSMUSP00000060930
ENOG410V9UZ	ENSP00000311984	ENSMUSP00000033901
ENOG410V9UQ	ENSP00000263857	ENSMUSP00000060858
ENOG410V9UP	ENSP00000362334	ENSMUSP00000030642
ENOG410V9US	ENSP00000409315	ENSMUSP00000028251
ENOG410V9UR	ENSP00000326095	ENSMUSP00000014614
ENOG410V9UU	ENSP00000457379, ENSP00000413163	ENSMUSP00000061100
ENOG410V9UT	ENSP00000393953	ENSMUSP00000020756
ENOG410V9UW	ENSP00000307272	ENSMUSP00000026671
ENOG410V9UI	ENSP00000353655, ENSP00000470240, ENSP00000395473, ENSP00000285599, ENSP00000472710, ENSP00000261483	ENSMUSP00000031002, ENSMUSP00000083928, ENSMUSP00000095949, ENSMUSP00000034121
ENOG410V9UH	ENSP00000423391	ENSMUSP00000137446
ENOG410V9UK	ENSP00000281741	ENSMUSP00000022377
ENOG410V9UJ	ENSP00000276211	ENSMUSP00000110554
ENOG410V9UM	ENSP00000315988, ENSP00000308695, ENSP00000389630, ENSP00000344937	ENSMUSP00000054747, ENSMUSP00000119986, ENSMUSP00000081954, ENSMUSP00000132092
ENOG410V9UN	ENSP00000362166	ENSMUSP00000053543
ENOG410V9UA	ENSP00000267015	ENSMUSP00000078753
ENOG410V9UC	ENSP00000254035, ENSP00000300283, ENSP00000406577	ENSMUSP00000000317, ENSMUSP00000022122
ENOG410V9UB	ENSP00000368989, ENSP00000328402, ENSP00000351211, ENSP00000368987, ENSP00000329153, ENSP00000368986	ENSMUSP00000078739, ENSMUSP00000075768, ENSMUSP00000054949, ENSMUSP00000054710, ENSMUSP00000079316, ENSMUSP00000096707, ENSMUSP00000052235, ENSMUSP00000080953, ENSMUSP00000063431, ENSMUSP00000076540, ENSMUSP00000071534, ENSMUSP00000059714, ENSMUSP00000076282, ENSMUSP00000071941, ENSMUSP00000080106, ENSMUSP00000071488
ENOG410V9UD	ENSP00000353246	ENSMUSP00000033983
ENOG410V9UG	ENSP00000362991	ENSMUSP00000041205
ENOG410V9UF	ENSP00000386105	ENSMUSP00000099986
ENOG410V9U8	ENSP00000261208	ENSMUSP00000123336
ENOG410V9U1	ENSP00000391447	ENSMUSP00000106846
ENOG410V9U3	ENSP00000379138, ENSP00000295897, ENSP00000226355	ENSMUSP00000031314, ENSMUSP00000108804, ENSMUSP00000041006
ENOG410V9U2	ENSP00000380679	ENSMUSP00000039463
ENOG410V9U5	ENSP00000379865	ENSMUSP00000116627
ENOG410V9U4	ENSP00000380494	ENSMUSP00000030407
ENOG410V9U6	ENSP00000255674	ENSMUSP00000023828
ENOG410V4FK	ENSP00000351503, ENSP00000326841	ENSMUSP00000070549, ENSMUSP00000133054
ENOG410VEV9	ENSP00000250263	ENSMUSP00000033927
ENOG410VEV4	ENSP00000203001	ENSMUSP00000044687
ENOG410VEV5	ENSP00000252723	ENSMUSP00000031723
ENOG410VEV6	ENSP00000451542, ENSP00000421868	ENSMUSP00000029369
ENOG410VEV7	ENSP00000259988	ENSMUSP00000056900
ENOG410VEV0	ENSP00000266971	ENSMUSP00000056195
ENOG410VEV1	ENSP00000405289	ENSMUSP00000065620
ENOG410VEV2	ENSP00000432412	ENSMUSP00000076081
ENOG410VEV3	ENSP00000298110	ENSMUSP00000058183
ENOG410VEVY	ENSP00000205194	ENSMUSP00000045354
ENOG410VEVV	ENSP00000324956	ENSMUSP00000072212
ENOG410VEVW	ENSP00000371711	ENSMUSP00000025755
ENOG410VEVR	ENSP00000260228	ENSMUSP00000034487
ENOG410VEVH	ENSP00000359401	ENSMUSP00000058373
ENOG410VEVC	ENSP00000371394	ENSMUSP00000113545
ENOG410VHVK	ENSP00000363970, ENSP00000268607	ENSMUSP00000029128, ENSMUSP00000136551, ENSMUSP00000034270
ENOG410VKBX	ENSP00000424707	ENSMUSP00000125314
ENOG410VKBC	ENSP00000358146, ENSP00000462736	ENSMUSP00000016087
ENOG410V76B	ENSP00000295079	ENSMUSP00000027114
ENOG410VG3A	ENSP00000403984	ENSMUSP00000020963
ENOG410WFIM	ENSP00000314420	ENSMUSP00000021271
ENOG410V5XA	ENSP00000249806	ENSMUSP00000034776
ENOG410V5XD	ENSP00000312326, ENSP00000354193, ENSP00000253799	ENSMUSP00000099394, ENSMUSP00000040255, ENSMUSP00000031835
ENOG410V5XE	ENSP00000362095	ENSMUSP00000108928
ENOG410V5XI	ENSP00000231487	ENSMUSP00000038744
ENOG410V5XN	ENSP00000382984, ENSP00000413092, ENSP00000415615, ENSP00000395546, ENSP00000410942, ENSP00000365040, ENSP00000390345, ENSP00000396772, ENSP00000392194	ENSMUSP00000025246
ENOG410V5XM	ENSP00000417583	ENSMUSP00000036227
ENOG410V5XS	ENSP00000268638	ENSMUSP00000040245
ENOG410V5XV	ENSP00000296785	ENSMUSP00000022164
ENOG410V5XW	ENSP00000415434	ENSMUSP00000038533
ENOG410V5XT	ENSP00000368439, ENSP00000292823	ENSMUSP00000078721, ENSMUSP00000044280
ENOG410V5XZ	ENSP00000388631, ENSP00000260766, ENSP00000260402, ENSP00000334105, ENSP00000367747, ENSP00000338185, ENSP00000402861, ENSP00000409637, ENSP00000313731, ENSP00000279230, ENSP00000345988, ENSP00000430344	ENSMUSP00000027362, ENSMUSP00000010804, ENSMUSP00000099366, ENSMUSP00000130604, ENSMUSP00000101256, ENSMUSP00000046584, ENSMUSP00000105743, ENSMUSP00000081122, ENSMUSP00000099583, ENSMUSP00000037854, ENSMUSP00000038409, ENSMUSP00000025912
ENOG410V5XX	ENSP00000333779	ENSMUSP00000128569
ENOG410V5XY	ENSP00000355991	ENSMUSP00000040977
ENOG410V5X3	ENSP00000380157	ENSMUSP00000015680
ENOG410V5X0	ENSP00000211287, ENSP00000229794, ENSP00000263025, ENSP00000215832, ENSP00000333685, ENSP00000215659	ENSMUSP00000004990, ENSMUSP00000051619, ENSMUSP00000086204, ENSMUSP00000023462, ENSMUSP00000004986, ENSMUSP00000086207
ENOG410V5X1	ENSP00000380444, ENSP00000348349	ENSMUSP00000129220, ENSMUSP00000122852
ENOG410V5X4	ENSP00000344729	ENSMUSP00000028346
ENOG410V5X5	ENSP00000327704	ENSMUSP00000041184
ENOG410V5X8	ENSP00000296978	ENSMUSP00000064080
ENOG410V5X9	ENSP00000358038	ENSMUSP00000047251
ENOG410VAU1	ENSP00000364815, ENSP00000446839, ENSP00000390673, ENSP00000415316, ENSP00000449862, ENSP00000403359, ENSP00000447179, ENSP00000401121, ENSP00000211402, ENSP00000441000, ENSP00000447141, ENSP00000449382	ENSMUSP00000047917, ENSMUSP00000084572
ENOG410VAU0	ENSP00000366221	ENSMUSP00000112978
ENOG410VAU3	ENSP00000248420	ENSMUSP00000059533
ENOG410VAU2	ENSP00000374552	ENSMUSP00000052563
ENOG410VAU5	ENSP00000331682	ENSMUSP00000112412
ENOG410VAU4	ENSP00000357804	ENSMUSP00000062841
ENOG410VAU7	ENSP00000304467, ENSP00000370372	ENSMUSP00000104938, ENSMUSP00000005057
ENOG410VAU6	ENSP00000268483	ENSMUSP00000034159
ENOG410VAU9	ENSP00000382518	ENSMUSP00000023161
ENOG410VAU8	ENSP00000260264, ENSP00000356840, ENSP00000431603	ENSMUSP00000124738, ENSMUSP00000135115, ENSMUSP00000104056
ENOG410VAUA	ENSP00000359818	ENSMUSP00000130900
ENOG410VAUC	ENSP00000374323	ENSMUSP00000066734
ENOG410VAUB	ENSP00000293760, ENSP00000308369	ENSMUSP00000058221, ENSMUSP00000113103
ENOG410VAUE	ENSP00000355385	ENSMUSP00000044570
ENOG410VAUD	ENSP00000363386	ENSMUSP00000060143
ENOG410VAUG	ENSP00000273258	ENSMUSP00000041503
ENOG410VAUI	ENSP00000315554	ENSMUSP00000037500
ENOG410VAUK	ENSP00000255681	ENSMUSP00000039507
ENOG410VAUM	ENSP00000357807	ENSMUSP00000029794
ENOG410VAUN	ENSP00000351108	ENSMUSP00000104731
ENOG410VAUQ	ENSP00000278949	ENSMUSP00000110311
ENOG410VAUU	ENSP00000333298	ENSMUSP00000033824
ENOG410VAUT	ENSP00000370227, ENSP00000264487	ENSMUSP00000031325
ENOG410VAUW	ENSP00000253719, ENSP00000350911, ENSP00000462953, ENSP00000236671, ENSP00000272190	ENSMUSP00000073072, ENSMUSP00000002274, ENSMUSP00000121203, ENSMUSP00000092135
ENOG410VAUV	ENSP00000231790	ENSMUSP00000035079
ENOG410VB07	ENSP00000282728	ENSMUSP00000025944
ENOG410VCE1	ENSP00000331313	ENSMUSP00000087544
ENOG410VB03	ENSP00000267499, ENSP00000256389, ENSP00000352177, ENSP00000358407	ENSMUSP00000065783, ENSMUSP00000058256, ENSMUSP00000094420, ENSMUSP00000054292, ENSMUSP00000079032, ENSMUSP00000057794, ENSMUSP00000058858, ENSMUSP00000106041, ENSMUSP00000060505, ENSMUSP00000008582
ENOG410VB0M	ENSP00000283285	ENSMUSP00000023336
ENOG410VB0I	ENSP00000379047	ENSMUSP00000026735
ENOG410VB0H	ENSP00000256324	ENSMUSP00000067830
ENOG410VCE9	ENSP00000342576	ENSMUSP00000050237
ENOG410VCED	ENSP00000381109	ENSMUSP00000048730
ENOG410VKK1	ENSP00000381010, ENSP00000457736	ENSMUSP00000120659
ENOG410VKK0	ENSP00000319597	ENSMUSP00000034965
ENOG410V7GT	ENSP00000448323	ENSMUSP00000011302
ENOG410V7GV	ENSP00000350222	ENSMUSP00000095821
ENOG410V7GR	ENSP00000294973	ENSMUSP00000000687
ENOG410V7GC	ENSP00000356143, ENSP00000314901, ENSP00000312001	ENSMUSP00000043818, ENSMUSP00000037096, ENSMUSP00000027706
ENOG410V7GB	ENSP00000261866	ENSMUSP00000037543
ENOG410VCTU	ENSP00000366402	ENSMUSP00000048680
ENOG410VCTZ	ENSP00000347906	ENSMUSP00000020452
ENOG410VCTF	ENSP00000367476	ENSMUSP00000040762
ENOG410VFM6	ENSP00000396954	ENSMUSP00000047771
ENOG410VFM2	ENSP00000387124	ENSMUSP00000094809, ENSMUSP00000103652, ENSMUSP00000131120, ENSMUSP00000133059
ENOG410VFMW	ENSP00000429803	ENSMUSP00000052200
ENOG410VFMU	ENSP00000458307	ENSMUSP00000075773
ENOG410VFMR	ENSP00000296449	ENSMUSP00000075898
ENOG410VFMQ	ENSP00000359128	ENSMUSP00000069578
ENOG410VFMZ	ENSP00000330341	ENSMUSP00000059129
ENOG410VFMF	ENSP00000339292	ENSMUSP00000062045
ENOG410VFMD	ENSP00000253047	ENSMUSP00000019302
ENOG410VFMB	ENSP00000283713	ENSMUSP00000061731
ENOG410VFMK	ENSP00000301585	ENSMUSP00000099325
ENOG410VFMH	ENSP00000303779	ENSMUSP00000113936
ENOG410VJAQ	ENSP00000248948	ENSMUSP00000000926
ENOG410V5K8	ENSP00000356150	ENSMUSP00000070411
ENOG410V5K7	ENSP00000382670	ENSMUSP00000092305
ENOG410V5K5	ENSP00000431759	ENSMUSP00000129517
ENOG410V5K1	ENSP00000349929	ENSMUSP00000109737
ENOG410V5K0	ENSP00000471752, ENSP00000382688, ENSP00000364550, ENSP00000356234, ENSP00000444293	ENSMUSP00000108207, ENSMUSP00000038138, ENSMUSP00000098558
ENOG410V5KZ	ENSP00000336994, ENSP00000313854	ENSMUSP00000022102, ENSMUSP00000051293
ENOG410V5KY	ENSP00000312208, ENSP00000279791	ENSMUSP00000130843, ENSMUSP00000078279, ENSMUSP00000054494, ENSMUSP00000058779
ENOG410V5KW	ENSP00000302830	ENSMUSP00000110093
ENOG410V5KV	ENSP00000362071, ENSP00000344488, ENSP00000348648, ENSP00000284262	ENSMUSP00000022819, ENSMUSP00000026357, ENSMUSP00000017961, ENSMUSP00000039072
ENOG410V5KU	ENSP00000232564, ENSP00000305260, ENSP00000229264, ENSP00000470228, ENSP00000367869	ENSMUSP00000103869, ENSMUSP00000030940, ENSMUSP00000031726, ENSMUSP00000024206
ENOG410V5KR	ENSP00000354451, ENSP00000268182, ENSP00000274364	ENSMUSP00000067685, ENSMUSP00000071715, ENSMUSP00000128278
ENOG410V5KQ	ENSP00000362570	ENSMUSP00000099660
ENOG410V5KI	ENSP00000356903, ENSP00000386935	ENSMUSP00000027981, ENSMUSP00000099989
ENOG410V5KD	ENSP00000325785, ENSP00000261503, ENSP00000351480	ENSMUSP00000104349, ENSMUSP00000045099
ENOG410V5KC	ENSP00000338814	ENSMUSP00000051049
ENOG410V57C	ENSP00000314080, ENSP00000384889	ENSMUSP00000053483, ENSMUSP00000087656
ENOG410V57B	ENSP00000220062	ENSMUSP00000082580
ENOG410V57A	ENSP00000223095	ENSMUSP00000039586
ENOG410V57G	ENSP00000294353	ENSMUSP00000038478, ENSMUSP00000043844
ENOG410V57F	ENSP00000265028	ENSMUSP00000004574
ENOG410V57E	ENSP00000384881, ENSP00000459250, ENSP00000265724, ENSP00000263817, ENSP00000265723	ENSMUSP00000003717, ENSMUSP00000009058, ENSMUSP00000041204, ENSMUSP00000046177, ENSMUSP00000099770
ENOG410V57D	ENSP00000295757	ENSMUSP00000043828
ENOG410V57K	ENSP00000373363	ENSMUSP00000022039
ENOG410V57J	ENSP00000364979, ENSP00000331902, ENSP00000353654	ENSMUSP00000108552, ENSMUSP00000084282, ENSMUSP00000098765, ENSMUSP00000033898, ENSMUSP00000033899, ENSMUSP00000109084
ENOG410V57I	ENSP00000333900	ENSMUSP00000009798
ENOG410V57H	ENSP00000313601, ENSP00000360642	ENSMUSP00000030320, ENSMUSP00000046449
ENOG410V57N	ENSP00000327213	ENSMUSP00000051726
ENOG410V57M	ENSP00000272238, ENSP00000379203	ENSMUSP00000020884, ENSMUSP00000022904
ENOG410V57R	ENSP00000386134	ENSMUSP00000022815
ENOG410V57Q	ENSP00000296473, ENSP00000248248	ENSMUSP00000045089, ENSMUSP00000035202
ENOG410V57P	ENSP00000250448, ENSP00000315955	ENSMUSP00000045918, ENSMUSP00000041118
ENOG410V57W	ENSP00000351536, ENSP00000356574, ENSP00000455224	ENSMUSP00000037128, ENSMUSP00000035658
ENOG410V57V	ENSP00000411804, ENSP00000413704, ENSP00000364840, ENSP00000390732, ENSP00000411910, ENSP00000406943	ENSMUSP00000007245
ENOG410V57U	ENSP00000301452	ENSMUSP00000062037
